Code,Title,Industry,Vertical,Canton,Spin-offs,City,Year,Highlights,Gender CEO,OOB,Funded,Comment
CHE-113.222.071,Sequana Medical AG,medtech,,ZH,,,2007.0,,Male,0.0,1.0,
CHE-156.933.453,Realmatch360,ICT,,ZH,,,2013.0,,Male,0.0,1.0,
CHE-436.833.413,Sailogy,ICT,,TI,,,2013.0,,Male,0.0,1.0,
CHE-364.585.148,EVRYTHNG,ICT,,Abroad,,,2009.0,,Male,0.0,1.0,
CHE-113.985.909,Sonetik AG,medtech,,ZH,,,2007.0,,Male,0.0,1.0,
CHE-336.526.637,everyglobe,ICT,,ZH,,,2013.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015",Male,0.0,1.0,
CHE-101.271.542,InnoMedica Holding AG,biotech,,ZG,,,2000.0,,Male,0.0,1.0,
CHE-114.064.521,arviem AG,ICT,,ZG,,,2008.0,,Male,0.0,1.0,
CHE-215.721.664,TECURO AG,medtech,,LU,,,2013.0,,Male,0.0,1.0,
CHE-114.526.177,Veeting AG,ICT,,FR,,,2008.0,,Male,0.0,1.0,
CHE-468.427.313,TRI Dental Implants Int. AG,medtech,,ZG,,,2010.0,,Male,0.0,1.0,
CHE-347.535.244,Right Shoes,ICT,,TI,,,2014.0,,Male,0.0,1.0,
CHE-316.129.049,Genny Mobility SA,medtech,,TI,,,2012.0,,Male,0.0,1.0,
CHE-341.247.166,Go Beyond,ICT (fintech),,ZH,,,2008.0,,Female,0.0,1.0,
CHE-313.854.148,Histide AG,biotech,,SZ,,,2014.0,,Male,0.0,1.0,
CHE-253.260.210,Frontify AG,ICT,,SG,,,2013.0,"Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-291.350.765,pCloud AG,ICT,,ZG,,,2014.0,,Male,0.0,1.0,
CHE-466.068.999,HR Matching AG,ICT,,ZH,,,2011.0,"Innosuisse Certificate, Winner Venture Kick",Male,0.0,1.0,
CHE-109.886.569,Xtendx,ICT,,ZH,,,2003.0,,Male,0.0,1.0,
CHE-464.234.583,Securosys SA,ICT,,ZH,,,2014.0,Top 100 Swiss Startup Award 2016,Male,0.0,1.0,
CHE-328.039.944,fineartmultiple,ICT,,LU,,,2014.0,,Male,0.0,1.0,
CHE-297.643.651,Global Impact Finance SA (Monito),ICT (fintech),,VD,,,2015.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-478.023.816,Encuentra24.com,ICT,,BE,,,2005.0,,Male,0.0,1.0,
CHE-354.686.492,Proton SA,ICT,,GE,,,2016.0,"Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019",Male,0.0,1.0,
CHE-291.330.490,Fastree3D SA,micro / nano,,VD,,,2013.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016",Male,0.0,1.0,
CHE-230.162.364,ScanTrust SA,ICT,,VD,,,2013.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019",Male,0.0,1.0,
CHE-181.731.651,Asceneuron SA,biotech,,VD,,,2012.0,,Male,0.0,1.0,
CHE-114.400.168,Hulbee,ICT,,TG,,,2008.0,,Male,0.0,1.0,
CHE-438.210.884,PIQ,ICT,,VD,,,2015.0,,Male,0.0,1.0,
CHE-138.208.466,FashionVestis,ICT,,ZH,,,2012.0,,Male,0.0,1.0,
CHE-367.039.468,ShapeShift AG,ICT (fintech),,ZG,,,2015.0,,Male,0.0,1.0,
CHE-302.671.075,Interprefy AG,ICT,,ZH,,,2014.0,,Male,0.0,1.0,
CHE-114.619.471,Xyxle,ICT,,LU,,,2008.0,,Male,0.0,1.0,
CHE-115.870.849,Luma Beef AG,consumer products,,SH,,,2010.0,,Male,0.0,1.0,
CHE-493.500.640,Fans Nation,ICT,,GE,,,2015.0,,Male,0.0,1.0,
CHE-115.626.723,Cardiorentis AG,biotech,,ZG,,,2010.0,,Male,0.0,1.0,
CHE-287.417.395,hosco,ICT,,GE,,,2011.0,,Male,0.0,1.0,
CHE-115.828.103,AB2 Bio SA,biotech,,VD,,,2010.0,,Male,0.0,1.0,
CHE-412.202.274,Czapek,consumer products,,GE,,,2012.0,,Male,0.0,1.0,
CHE-113.432.243,SIS Medical,medtech,,ZH,,,2007.0,,Male,0.0,1.0,
CHE-285.964.605,Silver Wave,consumer products,,GE,,,2009.0,,Male,0.0,1.0,
CHE-159.021.465,HMonster Sàrl,ICT,,VD,,,2011.0,,Male,0.0,1.0,
CHE-109.047.379,Talkpool,ICT,,GE,,,2001.0,,,0.0,1.0,
CHE-320.773.012,Sharely,ICT,,ZH,,,2013.0,,Male,0.0,1.0,
CHE-245.517.163,I believe in you AG,ICT (fintech),,BE,,,2012.0,,Male,0.0,1.0,
CHE-263.702.787,Autolina.ch,ICT,,TG,,,2015.0,,Male,0.0,1.0,
CHE-188.201.354,ChondroNest SA,medtech,,VS,,,2015.0,,Male,0.0,1.0,
CHE-403.547.886,SwissShrimp AG,consumer products,,AG,,,2013.0,,Male,0.0,1.0,
CHE-320.873.257,CorFlow Therapeutics AG,medtech,,ZG,,,2016.0,,Male,0.0,1.0,
CHE-238.388.558,Newsroom Communication AG,ICT,,BE,,,2015.0,,Male,0.0,1.0,
CHE-112.155.874,MycoSolutions AG,biotech,,SG,,,2004.0,,Male,0.0,1.0,
CHE-115.305.265,Morphean SA,ICT,,FR,,,2009.0,,Male,0.0,1.0,
CHE-262.208.757,yalty SA,ICT,,VD,,,2015.0,,Female,0.0,1.0,
CHE-399.193.984,Prodibi SA,ICT,,GE,,,2011.0,Top 100 Swiss Startup Award 2016,Male,0.0,1.0,
CHE-214.055.907,Poshberry,ICT,,GL,,,2014.0,,Male,0.0,1.0,
CHE-204.712.537,OrbiWise SA,ICT,,GE,,,2014.0,"Innosuisse Certificate, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019",Male,0.0,1.0,
CHE-115.019.517,Coople (Schweiz) AG,ICT,,ZH,,,2009.0,"Top 100 Swiss Startup Award 2013, Innosuisse Certificate, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2014",Male,0.0,1.0,
CHE-197.903.656,SteriLux SA,medtech,,VD,,,2014.0,,Male,0.0,1.0,
CHE-113.807.946,Zip.ch,ICT,,VD,,,2014.0,,Male,0.0,1.0,
CHE-485.023.974,OXIAL,ICT,,ZG,,,2005.0,,Male,0.0,1.0,
CHE-318.733.894,Karmagenes SA,biotech,,VD,,,2015.0,Top 100 Swiss Startup Award 2016,Male,0.0,1.0,
CHE-260.508.243,Sanasearch (Coachfrog),ICT,,ZH,,,2015.0,,Female,0.0,1.0,
CHE-183.744.363,apelab SARL,ICT,,GE,,,2014.0,,Female,0.0,1.0,
CHE-114.464.062,Azurito,ICT,,LU,,,2016.0,,Female,0.0,1.0,
CHE-414.149.053,Stonestep AG,ICT (fintech),,ZG,,,2012.0,,Male,0.0,1.0,
CHE-468.978.487,Phi Pharma SA,biotech,,VS,,,2011.0,,Male,0.0,1.0,
CHE-448.803.850,Anivo 360 AG,ICT (fintech),,ZG,,,2013.0,,Male,0.0,1.0,
CHE-114.587.664,SonarSource SA,ICT,,GE,,,2008.0,,Male,0.0,1.0,
CHE-135.910.009,CLEVERDIST SA,ICT,,GE,,,2014.0,"Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-479.132.098,Coat-X AG,micro / nano,,NE,,,2016.0,"Innosuisse Certificate, Winner Venture Kick, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-355.624.097,CVCube AG,ICT,,ZH,,,2014.0,,Male,0.0,1.0,
CHE-116.351.687,DBS System SA,medtech,,VD,,,2010.0,,Male,0.0,1.0,
CHE-348.607.509,NLS Pharmaceutics AG,biotech,,NW,,,2015.0,,Male,0.0,1.0,
CHE-114.036.826,Cashare AG,ICT (fintech),,ZG,,,2008.0,,Male,0.0,1.0,
CHE-225.032.796,GET LOCAL AG,ICT,,ZH,,,2016.0,,Male,0.0,1.0,
CHE-114.324.774,KNIME AG,ICT,,ZH,,,2008.0,,Male,0.0,1.0,
CHE-340.635.979,Advertima,ICT,,SG,,,2016.0,,Male,0.0,1.0,
CHE-364.445.398,Twenty Thirty AG,ICT (fintech),,ZG,,,2016.0,,Male,0.0,1.0,
CHE-249.556.989,Sensoryx AG,ICT,,ZH,,,2015.0,,Male,0.0,1.0,
CHE-115.760.758,Tindeco Financial Services AG,ICT (fintech),,ZG,,,2010.0,,Male,0.0,1.0,
CHE-404.350.458,sobu Group AG,ICT,,ZH,,,2016.0,,Male,0.0,1.0,
CHE-343.862.129,RKLAB,cleantech,,LU,,,2014.0,,Male,0.0,1.0,
CHE-162.653.418,SIRLOIN,ICT,,SG,,,2017.0,,Male,0.0,1.0,
CHE-414.461.970,Apiax AG,ICT (fintech),,ZH,,,2017.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020",Male,0.0,1.0,
CHE-395.645.987,Voltitude SA,consumer products,,VD,,,2011.0,,Male,0.0,1.0,
CHE-339.636.920,Xoop,ICT,,ZG,,,2016.0,,Male,0.0,1.0,
CHE-241.007.584,Gnubiotics Sciences SA,biotech,,VS,,,2016.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-247.058.427,Sentifi,ICT (fintech),,ZH,,,2012.0,,Male,0.0,1.0,
CHE-455.625.619,smolsys,micro / nano,,LU,,,2014.0,,Male,0.0,1.0,
CHE-397.456.351,Diamond Digital AG,ICT,,SZ,,,2017.0,Top 100 Swiss Startup Award 2019,Male,0.0,1.0,
CHE-261.454.963,Ledgy AG,ICT,,ZH,,Zurich,2017.0,"Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022",Female,0.0,1.0,
CHE-243.031.257,Watchadvisor,ICT,,ZG,,,2014.0,,Male,0.0,1.0,
CHE-254.470.514,Alver World SA,consumer products,,VD,,,2017.0,,Female,0.0,1.0,
CHE-259.852.946,echonovum AG,ICT,,ZH,,,2016.0,,Male,0.0,1.0,
CHE-376.879.059,Signifikant Solutions AG,ICT,,LU,,Root,2016.0,Innosuisse Certificate,Female,0.0,1.0,
CHE-406.373.849,yamo AG,consumer products,,ZG,,Zug,2016.0,"Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-352.516.554,NEMIS TECHNOLOGIES AG,medtech,,ZH,,,2018.0,Top 100 Swiss Startup Award 2021,Male,0.0,1.0,
CHE-188.552.084,Mt Pelerin Group SA,ICT (fintech),,GE,,,2018.0,,Male,0.0,1.0,
CHE-382.489.330,Medartis AG,medtech,,BS,,,2009.0,,Male,0.0,1.0,
CHE-485.495.818,Doctor Eyepoint,consumer products,,LU,,,2018.0,,Male,0.0,1.0,
CHE-112.388.119,Industrie Biomediche Insubri,medtech,,TI,,,2008.0,,Male,0.0,1.0,
CHE-338.644.087,4Bases,medtech,,TI,,,2013.0,,Female,0.0,1.0,
CHE-368.090.101,Bloomio AG,ICT (fintech),,ZG,,,2017.0,,Male,0.0,1.0,
CHE-323.783.998,Delvitech SA,micro / nano,,TI,,,2018.0,,Male,0.0,1.0,
CHE-237.826.774,Oculis SA,biotech,,VD,,,2017.0,"Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-454.711.179,Poinz GmbH,ICT,,ZH,,,2012.0,,Male,0.0,1.0,
CHE-472.184.846,Amphasys AG,micro / nano,,LU,,,2012.0,"Top 100 Swiss Startup Award 2013, Innosuisse Certificate, Winner WA de Vigier Foundation Startup Award, Top 100 Swiss Startup Award 2014",Male,0.0,1.0,
CHE-347.459.229,Velobar,consumer products,,VD,,,2015.0,,Male,0.0,1.0,
CHE-394.721.166,Zippsafe AG,cleantech,,ZH,,,2016.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-459.123.759,The eLocations Ltd,ICT,,ZG,,,2017.0,,Male,0.0,1.0,
CHE-318.873.822,neon Switzerland AG,ICT (fintech),,ZH,,,2017.0,"Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-284.816.563,Sphery AG,ICT,,SG,,,2018.0,,Female,0.0,1.0,
CHE-103.727.240,KLARA Business,ICT,,LU,,,2013.0,,Male,0.0,1.0,
CHE-195.473.024,Piomic Medical AG,medtech,,ZH,,,2016.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-308.275.306,Tsüri AG,ICT,,ZH,,,2015.0,,Male,0.0,1.0,
CHE-280.659.164,Invemo Capital AG,ICT,,ZG,,,2017.0,,Male,0.0,1.0,
CHE-414.169.498,Polares Medical SA,medtech,,VD,,,2017.0,,Male,0.0,1.0,
CHE-348.130.737,Xatena AG,healthcare IT,,ZG,,,2016.0,,Female,0.0,1.0,
CHE-322.997.025,Advanced Sport Instruments SA,ICT,,VD,,,2011.0,,Male,0.0,1.0,
CHE-416.510.898,Novaremed AG,biotech,,BS,,,2008.0,,Male,0.0,1.0,
CHE-347.247.288,ASPIVIX SA,medtech,,VD,,,2015.0,"Innosuisse Certificate, Winner Venture Kick, Top 100 Swiss Startup Award 2020",Male,0.0,1.0,
CHE-112.732.659,SpecPage,ICT,,SZ,,,2006.0,,Male,0.0,1.0,
CHE-109.856.841,MetrioPharm AG,biotech,,ZH,,,2002.0,,Male,0.0,1.0,
CHE-281.323.867,Blue Code International AG,ICT (fintech),,SZ,,,2017.0,,,0.0,1.0,
CHE-115.498.230,readydata AG (immoledo),ICT,,TG,,,2019.0,,Male,0.0,1.0,
CHE-260.789.705,SAMAWATT SA,cleantech,,VD,,Eysins,2018.0,"Winner Venture Kick, Innosuisse Certificate",Male,0.0,1.0,
CHE-362.062.750,Smartwatcher Technologies AG,consumer products,,BS,,,2015.0,,Male,0.0,1.0,
CHE-306.481.585,Smart Valor AG,ICT (fintech),,ZG,,,2017.0,,Female,0.0,1.0,
CHE-284.134.044,1Drop Diagnostics Sàrl,medtech,,NE,,,2011.0,"Innosuisse Certificate, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2017",Male,0.0,1.0,
CHE-453.297.177,HEGIAS AG,ICT,,ZH,,,2017.0,,Male,0.0,1.0,
CHE-213.317.619,hystrix medical AG,healthcare IT,,BE,,,2017.0,,Male,0.0,1.0,
CHE-488.755.430,Boataffair AG,ICT,,AG,,,2017.0,,Male,0.0,1.0,
CHE-445.086.336,UPSCALE,ICT,,ZH,,,2017.0,,Male,0.0,1.0,
CHE-419.084.892,AIDONIC AG,ICT (fintech),,ZG,,,2018.0,,Male,0.0,1.0,
CHE-108.843.095,Medacta International SA,medtech,,TI,,,2000.0,,Male,0.0,1.0,
CHE-138.326.522,Interaction Partners,ICT,,ZH,,,2016.0,,Male,0.0,1.0,
CHE-329.022.604,Talent Factory,ICT,,BE,,,2017.0,,Male,0.0,1.0,
CHE-206.123.990,smino AG,ICT,,SG,,,2016.0,,Male,0.0,1.0,
CHE-355.322.259,Amfora,ICT,,GE,,,2019.0,,Male,0.0,1.0,
CHE-130.338.757,SoftwareONE AG,ICT,,ZH,,,,,Male,0.0,1.0,
CHE-260.323.991,Inventify AG,ICT,,ZG,,,2017.0,,Male,0.0,1.0,
CHE-404.913.551,SY&SE SA,micro / nano,,NE,,,2016.0,,Male,0.0,1.0,
CHE-283.230.900,Swiss Fintech AG (Loanboox),ICT (fintech),,ZH,,Zurich,2015.0,"Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020",Male,0.0,1.0,
CHE-295.245.274,SunRegen Healthcare AG,biotech,,BL,,,2017.0,,Male,0.0,1.0,
CHE-238.719.980,Eyeware Tech SA,micro / nano,,VS,,,2016.0,"Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Innosuisse Certificate",Male,0.0,1.0,
CHE-204.204.703,AC BioScience SA,biotech,,VD,,Epalinges,2017.0,,Male,0.0,1.0,
CHE-436.326.582,blockimmo AG,ICT (fintech),,ZG,,,2018.0,,Male,0.0,1.0,
CHE-446.923.101,atfinity GmbH,ICT (fintech),,ZH,,,2018.0,,Male,0.0,1.0,
CHE-397.613.998,Skribble AG,ICT,,ZH,,Zürich,2018.0,"Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023",Male,0.0,1.0,
CHE-309.114.120,Teylor AG,ICT (fintech),,ZH,,,2018.0,,Male,0.0,1.0,
CHE-359.212.026,Stableton Financial AG,ICT (fintech),,ZG,,,2018.0,,Male,0.0,1.0,
CHE-344.521.168,Lyfegen HealthTech AG,healthcare IT,,BS,,Basel,2018.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-356.563.535,VLOT AG,ICT (fintech),,ZH,,,2017.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-302.649.526,iSense AG,ICT,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-411.148.873,Gmelius SA,ICT,,GE,,,2016.0,"Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-420.508.893,Amun,ICT (fintech),,ZG,,,2018.0,,Male,0.0,1.0,
CHE-318.580.745,Annanow,ICT,,ZH,,,2017.0,,Male,0.0,1.0,
CHE-253.169.667,UrbanAlps AG,micro / nano,,ZH,,,2014.0,"Winner Venture Kick, Winner WA de Vigier Foundation Startup Award, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-134.914.795,Energy Vault SA,cleantech,,TI,,,2017.0,Top 100 Swiss Startup Award 2022,Male,0.0,1.0,
CHE-461.578.158,i2 invest ag,ICT (fintech),,ZG,,,2017.0,,Male,0.0,0.0,
CHE-346.112.183,eMonitor GmbH,ICT,,ZH,,,2014.0,,Male,0.0,1.0,
CHE-236.881.397,Liquineq AG,ICT (fintech),,ZG,,,2017.0,,Male,0.0,1.0,
CHE-115.140.231,High Performance Battery Holding,cleantech,,AR,,,2009.0,,Male,0.0,1.0,
CHE-342.591.844,Lendora SA,ICT (fintech),,VD,,,2016.0,,Male,0.0,1.0,
CHE-249.688.160,Crowd Container AG,consumer products,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-350.082.450,Little Green House,consumer products,,VD,,,2011.0,,Female,0.0,1.0,
CHE-187.442.725,GenLots SA,ICT,,VD,,,2017.0,,Male,0.0,1.0,
CHE-251.892.267,So Real Digital Twins AG,ICT,,BE,,,2019.0,,Male,0.0,1.0,
CHE-242.508.908,VectivBio AG,biotech,,BS,,,2019.0,,Male,0.0,1.0,
CHE-137.142.729,Mictic AG,consumer products,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-206.904.148,bmyb Sàrl,ICT,,GE,,,2017.0,,Male,0.0,1.0,
CHE-457.921.833,DillySocks AG,consumer products,,ZH,,,2013.0,Top 100 Swiss Startup Award 2017,Male,0.0,1.0,
CHE-464.916.458,Vaderis Therapeutics AG,biotech,,BS,,Basel,2020.0,,Male,0.0,1.0,
CHE-405.675.696,Monte Rosa Therapeutics AG,biotech,,BS,,,2018.0,,Male,0.0,1.0,
CHE-313.908.198,ender diagnostics AG,medtech,,BE,,,2020.0,,Male,0.0,1.0,
CHE-139.226.248,optimyze.cloud AG,ICT,,ZH,,,2019.0,,Male,0.0,1.0,
CHE-188.075.670,RaceAnalyse AG,ICT,,BL,,,2017.0,,Male,0.0,1.0,
CHE-240.299.384,Vereign AG,ICT,,ZG,,,2017.0,,Male,0.0,1.0,
CHE-139.139.017,Westhive,ICT,,ZH,,,2017.0,,Male,0.0,1.0,
CHE-131.107.918,Loft Dynamics AG,ICT,,SH,,Schaffhausen,2016.0,,Male,0.0,1.0,
CHE-264.153.386,AMNIS Treasury Services AG,ICT (fintech),,ZH,,,2014.0,,Male,0.0,1.0,
CHE-455.071.678,spherene,micro / nano,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-373.280.297,AI Partners SA (Real Advisor),ICT,,GE,,,2017.0,,Male,0.0,1.0,
CHE-472.557.344,MBK FINCOM SA (produceshop),ICT,,TI,,,2013.0,,Male,0.0,1.0,
CHE-207.733.808,AgAu AG,ICT (fintech),,ZG,,,2018.0,,Male,0.0,1.0,
CHE-208.365.647,atpar AG,ICT (fintech),,ZH,,,2019.0,,Male,0.0,1.0,
CHE-466.515.395,Finfin AG (I'm a Girly),consumer products,,SZ,,,2017.0,,Female,0.0,1.0,
CHE-270.811.476,Bloom Diagnostic AG,medtech,,ZH,,,2018.0,,Female,0.0,1.0,
CHE-248.424.032,KEMARO AG,micro / nano,,TG,,,2016.0,,Male,0.0,1.0,
CHE-221.440.104,Threema,ICT,,ZH,,,2014.0,,Male,0.0,1.0,
CHE-479.441.990,Timber Structures 3.0,cleantech,,BE,,,2014.0,,Male,0.0,1.0,
CHE-341.339.265,Boomerang Ideas GmbH,ICT,,ZH,,,2019.0,,Male,0.0,1.0,
CHE-115.493.698,AZUM system,ICT,,ZH,,,2019.0,,Male,0.0,1.0,
CHE-190.628.093,Olympe SA,ICT,,VD,,,2015.0,"Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020",Male,0.0,1.0,
CHE-371.959.426,Foxstone SA,ICT (fintech),,GE,,,2016.0,,Male,0.0,1.0,
CHE-298.465.518,Alogo Analysis SA,ICT,,VD,,,2016.0,Winner Venture Kick,Male,0.0,1.0,
CHE-472.481.853,Bitcoin Suisse AG,ICT (fintech),,ZG,,,2013.0,,Male,0.0,1.0,
CHE-187.189.561,My Sky SA,ICT,,VD,,,2015.0,,Male,0.0,1.0,
CHE-343.475.910,Certifaction AG,ICT,,ZH,,,2020.0,,Male,0.0,1.0,
CHE-238.036.912,ImmoZins AG,ICT,,ZH,,,2017.0,Top 100 Swiss Startup Award 2021,Male,0.0,1.0,
CHE-486.305.240,Helvetic Care,healthcare IT,,SZ,,Freienbach,2018.0,,Female,0.0,1.0,
CHE-324.616.297,Adamant Lane AG,ICT (fintech),,ZH,,,2019.0,,Male,0.0,1.0,
CHE-184.101.707,Liquity AG,ICT (fintech),,ZG,,,2020.0,,Male,0.0,1.0,
CHE-273.097.812,DESCARTES FINANCE AG,ICT (fintech),,ZH,,,2015.0,,Male,0.0,1.0,
CHE-177.384.256,aventura.aero AG,micro / nano,,ZH,,,2017.0,,Male,0.0,1.0,
CHE-395.019.206,docdok.health AG,healthcare IT,,BS,,,2017.0,,Male,0.0,1.0,
CHE-451.536.655,ComOn Enterprise GmbH (TBô Bodywear),consumer products,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-168.906.026,daygnostics,micro / nano,,BS,,,2020.0,,Male,0.0,1.0,
CHE-387.413.630,Zoundream,ICT,,BS,,,2019.0,,Male,0.0,1.0,
CHE-240.020.211,Netsensing Technology Sàrl,medtech,,NE,,,2019.0,,Male,0.0,1.0,
CHE-462.641.977,Pharvaris,biotech,,ZG,,,2015.0,,Male,0.0,1.0,
CHE-238.085.052,Alpine Intuition Sàrl,ICT,,VD,,Ecublens,2019.0,,Male,0.0,1.0,
CHE-267.003.435,felfel AG,ICT,,ZH,,,2013.0,Top 100 Swiss Startup Award 2017,Male,0.0,1.0,
CHE-444.179.194,Systemcredit AG,ICT (fintech),,ZH,,,2018.0,,Male,0.0,1.0,
CHE-361.938.629,dua AG,ICT (fintech),,ZH,,Zürich,2019.0,,,0.0,1.0,
CHE-327.986.158,Infrasens,ICT,,VS,,,2017.0,,Male,0.0,1.0,
CHE-305.398.036,Aequitec AG,ICT,,ZH,,,2020.0,,Male,0.0,1.0,
CHE-453.025.897,HQLAx,ICT (fintech),,ZG,,,2019.0,,,0.0,1.0,
CHE-259.462.373,Aioma AG,ICT,,ZH,,,2014.0,,Male,1.0,1.0,
CHE-326.934.294,heyPatient AG,healthcare IT,,ZH,,,2019.0,,,0.0,1.0,
CHE-479.810.627,Nutriathletic AG,consumer products,,SZ,,,2013.0,,Male,0.0,1.0,
CHE-313.521.037,THE EMBASSIES OF GOOD LIVING AG,consumer products,,ZH,,,2018.0,,Male,0.0,1.0,
CHE-264.776.156,Ovation eSports,ICT,,ZH,,,2020.0,,Male,0.0,1.0,
CHE-408.726.338,Tech 5 SA,ICT,,GE,,,2018.0,,Male,0.0,1.0,
CHE-465.272.534,Stonehaven Incubate AG,healthcare IT,,UR,,,2020.0,,Male,0.0,1.0,
CHE-413.274.307,Avoodoo AG,ICT (fintech),,ZH,,,2021.0,,,0.0,1.0,
CHE-174.766.489,OneSoil AG,ICT,,ZH,,Zurich,2020.0,,Male,0.0,1.0,
CHE-113.969.336,e24 AG,ICT,,ZH,,,2007.0,,Male,0.0,1.0,
CHE-359.381.717,Farmer Connect SA,ICT,,GE,,,2019.0,,Male,0.0,1.0,
CHE-328.837.288,Okomo AG,ICT,,SZ,,,2018.0,,Male,0.0,1.0,
CHE-390.907.039,KimboCare Sàrl,ICT,,VD,,Renens,2019.0,,Male,0.0,1.0,
CHE-377.630.083,Axino Solutions AG,ICT,,SO,,,2016.0,,Male,0.0,1.0,
CHE-187.572.457,Airica AG,cleantech,,ZH,,,2020.0,,Male,0.0,1.0,
CHE-232.985.862,accroma labtec AG,micro / nano,,BL,,,2014.0,,Male,0.0,1.0,
CHE-137.061.516,ACM Biosciences AG,biotech,,BS,,,2020.0,,Male,0.0,1.0,
CHE-409.127.471,Droople SA,ICT,,VD,,,2018.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-164.460.066,Enso Labs AG,ICT (fintech),,ZH,,,2021.0,,Male,0.0,1.0,
CHE-498.867.728,MedXCell SA,biotech,,VD,,,2016.0,,Male,0.0,1.0,
CHE-341.239.899,HexagonFab AG,biotech,,ZH,,,2019.0,,Male,0.0,1.0,
CHE-315.870.419,Laevoroc Oncology AG,biotech,,ZG,,,2019.0,,Male,0.0,1.0,
CHE-243.507.320,Endogena Therapeutics AG,biotech,,ZH,,Schlieren,2020.0,,Male,0.0,1.0,
CHE-167.367.032,Finrate AG (Staking Rewards),ICT (fintech),,SG,,,2020.0,,Male,0.0,1.0,
CHE-175.838.832,RETREEB SA,ICT (fintech),,GE,,,2019.0,,Male,0.0,1.0,
CHE-204.893.918,ZYTLYN TECHNOLOGIES AG,ICT,,GE,,,2021.0,Top 100 Swiss Startup Award 2022,Male,0.0,1.0,
CHE-215.771.662,brokerbusiness AG,ICT,,GE,,,2019.0,,,0.0,1.0,
CHE-301.457.906,Sportsparadise Switzerland,ICT,,BE,,Thun,2020.0,,Male,0.0,1.0,
CHE-287.738.801,Collabree AG,healthcare IT,,ZH,,,2020.0,,Male,0.0,1.0,
CHE-473.758.684,Concordium AG,ICT (fintech),,ZG,,,2018.0,,Female,0.0,1.0,
